"_defaultColorIndex","id","lineKey","lineVal","name","step"
"14","qr36ik24","true","-0.6514278054237366","lilac-plant-31","-0.7101669311523438"
"14","qr36ik24","true","-0.6454178690910339","lilac-plant-31","-0.6514134407043457"
"14","qr36ik24","true","-0.5716800689697266","lilac-plant-31","-0.6454036235809326"
"14","qr36ik24","true","-0.5748401880264282","lilac-plant-31","-0.5716679096221924"
"14","qr36ik24","true","0.1952960342168808","lilac-plant-31","-0.5748279094696045"
"14","qr36ik24","true","0.7047754526138306","lilac-plant-31","0.19528651237487793"
"14","qr36ik24","true","0.2644987404346466","lilac-plant-31","0.7047515511512756"
"14","qr36ik24","true","-0.2223658561706543","lilac-plant-31","0.26448726654052734"
"14","qr36ik24","true","-0.17343106865882874","lilac-plant-31","-0.22236359119415283"
"14","qr36ik24","true","0.5945085883140564","lilac-plant-31","-0.1734301745891571"
"14","qr36ik24","true","4.2103705406188965","lilac-plant-31","0.5944877862930298"
"14","qr36ik24","true","3.8656840324401855","lilac-plant-31","4.21024751663208"
"14","qr36ik24","true","-0.10098350793123245","lilac-plant-31","3.8655707836151123"
"14","qr36ik24","true","0.32478415966033936","lilac-plant-31","-0.10098466277122498"
"14","qr36ik24","true","0.03256773576140404","lilac-plant-31","0.324770987033844"
"14","qr36ik24","true","-0.7191702127456665","lilac-plant-31","0.03256280720233917"
"14","qr36ik24","true","-0.7026070356369019","lilac-plant-31","-0.719153881072998"
"14","qr36ik24","true","0.2139909565448761","lilac-plant-31","-0.7025911808013916"
"14","qr36ik24","true","-0.07995522022247314","lilac-plant-31","0.21398089826107025"
"14","qr36ik24","true","-0.9743166565895081","lilac-plant-31","-0.07995696365833282"
"14","qr36ik24","true","0.3332655727863312","lilac-plant-31","-0.9742931723594666"
"14","qr36ik24","true","0.3907667100429535","lilac-plant-31","0.3332521617412567"
"14","qr36ik24","true","-0.5461803674697876","lilac-plant-31","0.3907516598701477"
"14","qr36ik24","true","-0.8987131714820862","lilac-plant-31","-0.5461689233779907"
"14","qr36ik24","true","-0.7684680819511414","lilac-plant-31","-0.8986917734146118"
"14","qr36ik24","true","-0.7058701515197754","lilac-plant-31","-0.7684503793716431"
"14","qr36ik24","true","-0.47544899582862854","lilac-plant-31","-0.7058542370796204"
"14","qr36ik24","true","-0.0327301099896431","lilac-plant-31","-0.47543957829475403"
"14","qr36ik24","true","-0.0065418123267591","lilac-plant-31","-0.03273319453001022"
"14","qr36ik24","true","-0.6600944995880127","lilac-plant-31","-0.006545636337250471"
"14","qr36ik24","true","-0.3407101035118103","lilac-plant-31","-0.6600798964500427"
"14","qr36ik24","true","0.9423419237136841","lilac-plant-31","-0.34070447087287903"
"14","qr36ik24","true","0.5044652223587036","lilac-plant-31","0.9423112869262695"
"14","qr36ik24","true","0.6720328330993652","lilac-plant-31","0.5044469833374023"
"14","qr36ik24","true","-0.16448421776294708","lilac-plant-31","0.6720098257064819"
"14","qr36ik24","true","-0.604820966720581","lilac-plant-31","-0.16448357701301575"
"14","qr36ik24","true","-0.9251511096954346","lilac-plant-31","-0.6048078536987305"
"14","qr36ik24","true","-0.8232328295707703","lilac-plant-31","-0.9251289963722229"
"14","qr36ik24","true","-0.6445834040641785","lilac-plant-31","-0.8232135772705078"
"14","qr36ik24","true","-0.5608778595924377","lilac-plant-31","-0.6445692181587219"
"14","qr36ik24","true","-0.6925381422042847","lilac-plant-31","-0.5608660578727722"
"14","qr36ik24","true","-0.4667196571826935","lilac-plant-31","-0.6925225853919983"
"14","qr36ik24","true","-0.22739030420780182","lilac-plant-31","-0.46671047806739807"
"14","qr36ik24","true","0.6003619432449341","lilac-plant-31","-0.22738789021968842"
"14","qr36ik24","true","0.8951122164726257","lilac-plant-31","0.6003409624099731"
"14","qr36ik24","true","0.2731581926345825","lilac-plant-31","0.8950828909873962"
"14","qr36ik24","true","-0.14251099526882172","lilac-plant-31","0.27314645051956177"
"14","qr36ik24","true","-0.22393308579921722","lilac-plant-31","-0.14251098036766052"
"14","qr36ik24","true","-0.13455405831336975","lilac-plant-31","-0.22393077611923218"
"14","qr36ik24","true","-0.03969677537679672","lilac-plant-31","-0.13455426692962646"
"14","qr36ik24","true","1.330725908279419","lilac-plant-31","-0.03969966247677803"
"14","qr36ik24","true","1.3377227783203125","lilac-plant-31","1.3306843042373657"
"14","qr36ik24","true","0.8277040123939514","lilac-plant-31","1.3376809358596802"
"14","qr36ik24","true","-0.15684324502944946","lilac-plant-31","0.8276765942573547"
"14","qr36ik24","true","-0.8794904947280884","lilac-plant-31","-0.15684282779693604"
"14","qr36ik24","true","-0.4773191809654236","lilac-plant-31","-0.879469633102417"
"14","qr36ik24","true","0.39936363697052","lilac-plant-31","-0.4773097038269043"
"14","qr36ik24","true","-0.034411605447530746","lilac-plant-31","0.39934834837913513"
"14","qr36ik24","true","-0.19123630225658417","lilac-plant-31","-0.03441464155912399"
"14","qr36ik24","true","0.5047794580459595","lilac-plant-31","-0.19123491644859314"
"14","qr36ik24","true","0.2033727467060089","lilac-plant-31","0.5047612190246582"
"14","qr36ik24","true","-0.8462392687797546","lilac-plant-31","0.20336300134658813"
"14","qr36ik24","true","-0.597176194190979","lilac-plant-31","-0.8462193608283997"
"14","qr36ik24","true","-0.7283757328987122","lilac-plant-31","-0.5971633195877075"
"14","qr36ik24","true","-0.5682640075683594","lilac-plant-31","-0.7283591628074646"
"14","qr36ik24","true","-0.1768082082271576","lilac-plant-31","-0.5682519674301147"
"14","qr36ik24","true","-0.010102259926497936","lilac-plant-31","-0.1768072247505188"
"14","qr36ik24","true","-0.3674376308917999","lilac-plant-31","-0.010105983354151249"
"14","qr36ik24","true","-0.2616073489189148","lilac-plant-31","-0.36743125319480896"
"14","qr36ik24","true","1.3234459161758423","lilac-plant-31","-0.2616039514541626"
"14","qr36ik24","true","0.5483793616294861","lilac-plant-31","1.3234045505523682"
"14","qr36ik24","true","0.4715767800807953","lilac-plant-31","0.5483598709106445"
"14","qr36ik24","true","0.7228034734725952","lilac-plant-31","0.47155943512916565"
"14","qr36ik24","true","-0.13799622654914856","lilac-plant-31","0.7227790355682373"
"14","qr36ik24","true","-0.7838517427444458","lilac-plant-31","-0.13799633085727692"
"14","qr36ik24","true","-0.7668174505233765","lilac-plant-31","-0.7838336229324341"
"14","qr36ik24","true","-0.5104411840438843","lilac-plant-31","-0.7667997479438782"
"14","qr36ik24","true","-0.3854430317878723","lilac-plant-31","-0.5104308128356934"
"14","qr36ik24","true","-0.4357911944389343","lilac-plant-31","-0.38543614745140076"
"14","qr36ik24","true","-0.4288225769996643","lilac-plant-31","-0.43578287959098816"
"14","qr36ik24","true","-0.2614593803882599","lilac-plant-31","-0.42881447076797485"
"14","qr36ik24","true","0.5146788954734802","lilac-plant-31","-0.2614559829235077"
"14","qr36ik24","true","0.8297208547592163","lilac-plant-31","0.5146603584289551"
"14","qr36ik24","true","0.3583488166332245","lilac-plant-31","0.8296934366226196"
"14","qr36ik24","true","-0.321245402097702","lilac-plant-31","0.3583346903324127"
"14","qr36ik24","true","-0.4447716772556305","lilac-plant-31","-0.3212403357028961"
"14","qr36ik24","true","-0.3563797175884247","lilac-plant-31","-0.4447631239891052"
"14","qr36ik24","true","0.6883487701416016","lilac-plant-31","-0.35637366771698"
"14","qr36ik24","true","5.881351947784424","lilac-plant-31","0.6883252859115601"
"14","qr36ik24","true","-0.844125509262085","lilac-plant-31","5.881181716918945"
